transaction_id,date,customer_id,age_group,gender,region,income_bracket,category_l1,category_l2,category_l3,retailer,brand,product_name,quantity,price
2057,2024-05-29,C7304,55-64,Female,Northeast,$25k-$49k,Home & Garden,Decor,Wall Art,Dicks,Weber,Weber Metal Wall Art,3,371.48
2058,2024-06-03,C6074,25-34,Female,Southeast,$50k-$74k,Electronics,Computers,Laptops,The Home Depot,Samsung,Samsung ThinkPad X1,1,741.98
2059,2024-12-10,C2220,35-44,Male,Midwest,$75k-$99k,Home & Garden,Furniture,Living Room,Best Buy,Scotts,Scotts TV Stand,1,902.89
2060,2024-10-05,C7867,18-24,Male,Southeast,$150k+,Electronics,Audio,Headphones,Target,Dell,Dell Buds Pro,3,725.61
2061,2024-12-05,C1541,45-54,Male,Northeast,$50k-$74k,Apparel & Accessories,Shoes,Formal,Target,Cole Haan,Cole Haan Dress Boots,2,144.52
2062,2024-12-17,C6878,65+,Female,Southeast,$50k-$74k,Home & Garden,Decor,Rugs,Walmart,Weber,Weber Bath Mat,3,282.15
2063,2024-06-13,C9691,45-54,Male,Midwest,$25k-$49k,Apparel & Accessories,Clothing,Tops,Target,North Face,North Face Running Tank,3,24.28
2064,2024-05-12,C5742,18-24,Male,Southwest,$50k-$74k,Apparel & Accessories,Clothing,Bottoms,Best Buy,North Face,North Face Slim Fit Jeans,2,195.26
2065,2024-09-18,C6291,65+,Female,West,$50k-$74k,Electronics,Mobile Devices,Smartwatches,Lowes,Dell,Dell Garmin,2,1487.03
2066,2024-05-04,C3552,55-64,Male,Northeast,$100k-$149k,Electronics,Computers,Desktops,Best Buy,Sony,Sony iMac,1,697.01
2067,2024-01-07,C9442,35-44,Non-binary,West,$75k-$99k,Electronics,Audio,Speakers,Dicks,Sony,Sony Echo Studio,1,1085.04
2068,2024-10-03,C5155,45-54,Female,Southwest,$100k-$149k,Electronics,Computers,Desktops,Lowes,Sony,Sony iMac,3,949.87
2069,2024-01-21,C9961,18-24,Male,Southwest,$75k-$99k,Electronics,Audio,Headphones,Best Buy,Samsung,Samsung QC45,3,1417.9
2070,2024-12-10,C5898,35-44,Male,West,$100k-$149k,Electronics,Audio,Headphones,Target,Bose,Bose Buds Pro,2,276.94
2071,2024-03-22,C3488,18-24,Female,Southeast,$100k-$149k,Apparel & Accessories,Accessories,Watches,Lowes,Adidas,Adidas Chronograph Watch,3,189.03
2072,2024-07-03,C7040,18-24,Non-binary,Midwest,$150k+,Apparel & Accessories,Accessories,Bags,Walmart,Cole Haan,Cole Haan Backpack,1,257.67
2073,2024-07-28,C9339,55-64,Female,West,$150k+,Electronics,Mobile Devices,Smartwatches,Target,Bose,Bose Apple Watch,2,998.36
2074,2024-03-22,C1093,18-24,Male,Northeast,$150k+,Home & Garden,Appliances,Kitchen,The Home Depot,Nexgrill,Nexgrill Microwave,3,709.88
2075,2024-09-08,C7899,65+,Male,Southwest,$75k-$99k,Apparel & Accessories,Accessories,Jewelry,Best Buy,Nike,Nike Diamond Earrings,1,171.15
2076,2024-01-14,C9908,18-24,Non-binary,Northeast,$75k-$99k,Electronics,Audio,Speakers,Target,Dell,Dell HomePod,1,1313.09
2077,2024-04-17,C7522,25-34,Non-binary,Southwest,$100k-$149k,Apparel & Accessories,Clothing,Tops,The Home Depot,Adidas,Adidas Performance Polo,1,138.95
2078,2024-11-07,C4277,18-24,Female,Midwest,$25k-$49k,Home & Garden,Appliances,Kitchen,Walmart,Nexgrill,Nexgrill Microwave,1,919.05
2079,2024-06-13,C1069,25-34,Male,West,$100k-$149k,Home & Garden,Appliances,Kitchen,Dicks,Ashley,Ashley Gas Range,1,144.47
2080,2024-02-06,C7898,35-44,Male,West,$150k+,Apparel & Accessories,Shoes,Formal,The Home Depot,Coach,Coach Dress Boots,3,237.66
2081,2024-06-28,C2784,55-64,Male,Southeast,$150k+,Electronics,Audio,Speakers,Lowes,Bose,Bose Sonos One,2,596.22
2082,2024-10-07,C4648,18-24,Female,Northeast,$25k-$49k,Apparel & Accessories,Clothing,Outerwear,Walmart,Adidas,Adidas Rain Jacket,1,107.51
2083,2024-07-25,C3321,55-64,Non-binary,Midwest,$150k+,Electronics,Mobile Devices,Smartwatches,Dicks,Sony,Sony Galaxy Watch,1,581.17
2084,2024-09-14,C3145,18-24,Non-binary,Southwest,$150k+,Home & Garden,Appliances,Kitchen,The Home Depot,Traeger,Traeger Microwave,3,612.18
2085,2024-07-17,C6959,55-64,Male,West,$150k+,Home & Garden,Decor,Wall Art,The Home Depot,Weber,Weber Metal Wall Art,3,160.39
2086,2024-07-03,C9638,18-24,Non-binary,Midwest,$50k-$74k,Apparel & Accessories,Clothing,Bottoms,Walmart,North Face,North Face Yoga Pants,2,127.94
2087,2024-01-15,C5565,65+,Male,Northeast,$75k-$99k,Home & Garden,Decor,Lighting,Walmart,Weber,Weber Floor Lamp,1,233.67
2088,2024-01-07,C2441,18-24,Non-binary,Southwest,$25k-$49k,Apparel & Accessories,Shoes,Casual,Lowes,Cole Haan,Cole Haan Loafers,3,131.89
2089,2024-07-02,C5429,35-44,Male,Southeast,$25k-$49k,Apparel & Accessories,Accessories,Jewelry,Walmart,North Face,North Face Diamond Earrings,1,209.77
2090,2024-12-23,C1728,35-44,Female,Southeast,$100k-$149k,Electronics,Mobile Devices,Smartphones,Target,Bose,Bose iPhone 15,3,428.04
2091,2024-03-03,C7797,65+,Non-binary,Southeast,$100k-$149k,Electronics,Computers,Desktops,Walmart,Sony,Sony iMac,1,1397.14
2092,2024-04-26,C2504,35-44,Non-binary,Northeast,$25k-$49k,Home & Garden,Appliances,Laundry,Walmart,Ashley,Ashley Washer,1,361.33
2093,2024-10-30,C2093,18-24,Non-binary,West,$100k-$149k,Electronics,Computers,Desktops,Best Buy,Samsung,Samsung All-in-One,3,825.56
2094,2024-02-23,C8156,25-34,Female,West,$25k-$49k,Apparel & Accessories,Shoes,Formal,Target,North Face,North Face Loafers,2,196.85
2095,2024-08-30,C1596,55-64,Female,West,$100k-$149k,Home & Garden,Decor,Wall Art,Dicks,Ashley,Ashley Canvas Print,1,175.17
2096,2024-07-20,C6035,25-34,Non-binary,Midwest,$25k-$49k,Electronics,Audio,Headphones,Walmart,Dell,Dell AirPods Pro,3,821.41
2097,2024-10-01,C7547,35-44,Non-binary,Southwest,$100k-$149k,Apparel & Accessories,Accessories,Watches,Dicks,Cole Haan,Cole Haan Sports Watch,3,223.73
2098,2024-08-22,C9735,35-44,Male,West,$100k-$149k,Electronics,Audio,Speakers,Target,Samsung,Samsung Sonos One,1,1419.04
2099,2024-09-04,C8644,18-24,Female,Southeast,$25k-$49k,Apparel & Accessories,Clothing,Dresses,Walmart,Coach,Coach Summer Maxi,2,99.95
2100,2024-02-07,C9772,55-64,Non-binary,Southwest,$100k-$149k,Apparel & Accessories,Accessories,Watches,The Home Depot,Cole Haan,Cole Haan Chronograph Watch,2,26.6
2101,2024-10-18,C1571,65+,Male,Midwest,$25k-$49k,Electronics,Mobile Devices,Smartphones,Target,Samsung,Samsung Pixel 8,2,286.72
2102,2024-08-20,C2527,18-24,Female,Southwest,$100k-$149k,Apparel & Accessories,Accessories,Jewelry,Lowes,Nike,Nike Diamond Earrings,3,148.1
2103,2024-12-14,C2745,45-54,Non-binary,Southeast,$100k-$149k,Home & Garden,Furniture,Dining Room,Walmart,Scotts,Scotts Chair Set,1,431.86
2104,2024-05-25,C9455,18-24,Male,Southeast,$75k-$99k,Home & Garden,Decor,Lighting,Walmart,Scotts,Scotts Table Lamp,1,964.24
2105,2024-06-26,C2409,18-24,Female,Southeast,$150k+,Electronics,Computers,Desktops,The Home Depot,Sony,Sony Workstation,3,1444.18
2106,2024-07-16,C5499,45-54,Male,West,$50k-$74k,Electronics,Audio,Headphones,Walmart,Dell,Dell QC45,1,1302.28
2107,2024-04-13,C6691,25-34,Female,Northeast,$50k-$74k,Home & Garden,Appliances,Laundry,Walmart,Nexgrill,Nexgrill Steam Iron,1,621.33
2108,2024-08-02,C4246,35-44,Female,Northeast,$75k-$99k,Apparel & Accessories,Accessories,Watches,Lowes,Nike,Nike Smartwatch,3,64.68
2109,2024-03-20,C3559,25-34,Non-binary,Southeast,$25k-$49k,Apparel & Accessories,Accessories,Bags,Dicks,Cole Haan,Cole Haan Backpack,3,181.53
2110,2024-01-26,C6036,18-24,Non-binary,Midwest,$50k-$74k,Electronics,Mobile Devices,Smartphones,Dicks,Apple,Apple Galaxy S24,3,835.79
2111,2024-06-28,C5426,25-34,Non-binary,Midwest,$150k+,Home & Garden,Furniture,Bedroom,Best Buy,Weber,Weber Mattress,3,905.3
2112,2024-01-14,C5085,25-34,Non-binary,West,$100k-$149k,Apparel & Accessories,Shoes,Casual,The Home Depot,Cole Haan,Cole Haan Loafers,2,285.44
2113,2024-10-23,C1006,65+,Male,Midwest,$100k-$149k,Home & Garden,Decor,Wall Art,Target,Scotts,Scotts Metal Wall Art,2,950.77
2114,2024-08-17,C3799,65+,Female,West,$75k-$99k,Apparel & Accessories,Shoes,Formal,Best Buy,Cole Haan,Cole Haan Oxford Shoes,1,293.07
2115,2024-07-02,C5657,25-34,Female,Midwest,$75k-$99k,Electronics,Computers,Desktops,Lowes,Samsung,Samsung Workstation,1,1113.57
2116,2024-09-14,C7803,55-64,Non-binary,Southeast,$50k-$74k,Home & Garden,Furniture,Living Room,Walmart,Scotts,Scotts Sofa Set,1,170.84
2117,2024-01-20,C1045,25-34,Male,Southeast,$50k-$74k,Electronics,Audio,Speakers,Best Buy,Dell,Dell HomePod,3,801.86
2118,2024-03-08,C2426,18-24,Female,Southwest,$50k-$74k,Electronics,Audio,Speakers,Lowes,Apple,Apple SoundLink,3,934.47
2119,2024-02-05,C5810,18-24,Female,Midwest,$25k-$49k,Home & Garden,Appliances,Kitchen,Walmart,Weber,Weber Gas Range,3,198.15
2120,2024-06-03,C9899,45-54,Female,Southwest,$75k-$99k,Home & Garden,Furniture,Living Room,Walmart,Nexgrill,Nexgrill Sofa Set,1,54.11
2121,2024-05-30,C4268,55-64,Non-binary,Southwest,$50k-$74k,Apparel & Accessories,Accessories,Watches,Lowes,Adidas,Adidas Dress Watch,1,271.01
2122,2024-06-01,C1810,18-24,Female,Midwest,$25k-$49k,Electronics,Audio,Speakers,Walmart,Samsung,Samsung SoundLink,1,295.28
2123,2024-10-24,C2020,25-34,Male,Northeast,$150k+,Electronics,Computers,Tablets,Lowes,Sony,Sony Galaxy Tab,2,542.57
2124,2024-08-10,C2316,45-54,Male,Midwest,$50k-$74k,Home & Garden,Decor,Lighting,The Home Depot,Nexgrill,Nexgrill Table Lamp,1,363.1
2125,2024-05-27,C8625,35-44,Male,Northeast,$75k-$99k,Home & Garden,Appliances,Kitchen,Best Buy,Scotts,Scotts Refrigerator,1,369.61
2126,2024-02-12,C6922,65+,Male,Southeast,$50k-$74k,Electronics,Computers,Laptops,Best Buy,Bose,Bose Chromebook,3,1401.02
2127,2024-05-07,C4293,18-24,Male,Midwest,$75k-$99k,Home & Garden,Decor,Wall Art,Walmart,Weber,Weber Mirrors,1,934.21
2128,2024-01-12,C4386,18-24,Female,Northeast,$75k-$99k,Electronics,Computers,Desktops,Best Buy,Dell,Dell Workstation,1,654.41
2129,2024-07-09,C2240,35-44,Non-binary,Midwest,$100k-$149k,Apparel & Accessories,Accessories,Bags,Best Buy,North Face,North Face Duffel Bag,3,47.3
2130,2024-02-15,C8254,18-24,Male,Southwest,$75k-$99k,Home & Garden,Decor,Wall Art,Target,Traeger,Traeger Photo Frames,2,178.28
2131,2024-07-23,C1270,65+,Female,Midwest,$50k-$74k,Home & Garden,Appliances,Laundry,Best Buy,Traeger,Traeger Dryer,2,881.82
2132,2024-06-28,C5988,45-54,Non-binary,Southeast,$150k+,Apparel & Accessories,Accessories,Bags,Dicks,Adidas,Adidas Duffel Bag,2,200.27
2133,2024-04-25,C3028,35-44,Female,Midwest,$75k-$99k,Home & Garden,Furniture,Dining Room,Target,Traeger,Traeger Buffet,3,850.45
2134,2024-07-31,C9690,65+,Male,Northeast,$50k-$74k,Electronics,Audio,Headphones,Dicks,Sony,Sony AirPods Pro,1,313.44
2135,2024-02-08,C9210,35-44,Male,Midwest,$50k-$74k,Home & Garden,Furniture,Bedroom,Best Buy,Nexgrill,Nexgrill Bed Frame,3,70.66
2136,2024-05-26,C2826,45-54,Non-binary,Midwest,$100k-$149k,Electronics,Audio,Speakers,Best Buy,Bose,Bose Sonos One,3,1342.22
2137,2024-01-28,C8042,45-54,Female,Southeast,$75k-$99k,Electronics,Computers,Desktops,The Home Depot,Apple,Apple Workstation,3,460.68
2138,2024-08-18,C6269,45-54,Non-binary,West,$50k-$74k,Apparel & Accessories,Clothing,Dresses,The Home Depot,North Face,North Face Wrap Dress,3,284.93
2139,2024-07-14,C3046,65+,Non-binary,West,$75k-$99k,Electronics,Mobile Devices,Smartphones,Target,Dell,Dell OnePlus 12,1,1246.86
2140,2024-07-25,C9022,55-64,Female,Northeast,$25k-$49k,Electronics,Audio,Headphones,The Home Depot,Sony,Sony Buds Pro,1,1244.33
2141,2024-01-31,C8527,55-64,Male,Midwest,$50k-$74k,Home & Garden,Furniture,Living Room,Dicks,Scotts,Scotts Recliner,1,378.31
2142,2024-07-02,C8770,35-44,Female,Northeast,$150k+,Electronics,Mobile Devices,Smartwatches,Target,Bose,Bose Garmin,1,1143.62
2143,2024-12-16,C8314,45-54,Non-binary,Northeast,$25k-$49k,Home & Garden,Furniture,Living Room,Best Buy,Scotts,Scotts Sofa Set,1,633.14
2144,2024-05-02,C4714,18-24,Male,Northeast,$75k-$99k,Apparel & Accessories,Clothing,Dresses,Target,Cole Haan,Cole Haan Summer Maxi,2,116.08
2145,2024-01-19,C9144,45-54,Non-binary,Northeast,$50k-$74k,Home & Garden,Decor,Lighting,Walmart,Nexgrill,Nexgrill Pendant Light,1,615.2
2146,2024-07-15,C6312,45-54,Male,Midwest,$75k-$99k,Electronics,Mobile Devices,Smartwatches,The Home Depot,Dell,Dell Fitbit Sense,3,1029.48
2147,2024-10-08,C4643,45-54,Male,Southeast,$100k-$149k,Home & Garden,Decor,Lighting,Lowes,Scotts,Scotts Chandelier,2,733.88
2148,2024-08-09,C4582,65+,Non-binary,West,$75k-$99k,Electronics,Computers,Desktops,The Home Depot,Bose,Bose All-in-One,2,793.11
2149,2024-01-10,C8510,55-64,Non-binary,Northeast,$150k+,Electronics,Computers,Desktops,Best Buy,Sony,Sony Gaming PC,1,920.88
2150,2024-03-25,C4456,35-44,Male,Southwest,$50k-$74k,Electronics,Computers,Desktops,The Home Depot,Dell,Dell Gaming PC,1,868.29
2151,2024-11-28,C7912,18-24,Non-binary,West,$75k-$99k,Electronics,Computers,Laptops,Lowes,Samsung,Samsung Chromebook,3,1283.17
2152,2024-02-04,C5366,25-34,Male,Southwest,$25k-$49k,Electronics,Computers,Desktops,The Home Depot,Samsung,Samsung iMac,2,773.38
2153,2024-06-17,C1324,45-54,Non-binary,Northeast,$75k-$99k,Home & Garden,Appliances,Laundry,Target,Traeger,Traeger Dryer,1,135.0
2154,2024-10-06,C8467,35-44,Male,Northeast,$100k-$149k,Apparel & Accessories,Shoes,Athletic,Best Buy,Adidas,Adidas Training Shoes,3,167.8
2155,2024-11-27,C4523,55-64,Female,Northeast,$100k-$149k,Apparel & Accessories,Clothing,Outerwear,Lowes,Adidas,Adidas Windbreaker,1,299.43
2156,2024-05-17,C9801,45-54,Male,Northeast,$50k-$74k,Home & Garden,Appliances,Kitchen,Best Buy,Nexgrill,Nexgrill Gas Range,2,738.58
2157,2024-02-18,C5339,65+,Non-binary,Midwest,$75k-$99k,Home & Garden,Furniture,Bedroom,The Home Depot,Ashley,Ashley Dresser,1,549.74
2158,2024-12-01,C9083,55-64,Male,Northeast,$100k-$149k,Home & Garden,Appliances,Kitchen,Dicks,Weber,Weber Microwave,1,986.6
2159,2024-02-23,C9032,45-54,Female,Northeast,$150k+,Apparel & Accessories,Accessories,Bags,Target,Adidas,Adidas Crossbody Bag,2,146.1
2160,2024-09-12,C2023,35-44,Non-binary,West,$100k-$149k,Apparel & Accessories,Accessories,Bags,Best Buy,Cole Haan,Cole Haan Backpack,2,93.72
2161,2024-07-03,C6224,35-44,Non-binary,Southwest,$25k-$49k,Home & Garden,Appliances,Kitchen,Best Buy,Nexgrill,Nexgrill Microwave,1,340.5
2162,2024-07-23,C2129,25-34,Non-binary,West,$50k-$74k,Home & Garden,Furniture,Living Room,Dicks,Ashley,Ashley Sofa Set,2,551.98
2163,2024-12-18,C4800,55-64,Non-binary,Southwest,$50k-$74k,Electronics,Computers,Tablets,The Home Depot,Bose,Bose Surface Pro,3,1035.91
2164,2024-11-03,C6890,55-64,Male,Southwest,$25k-$49k,Apparel & Accessories,Shoes,Athletic,Walmart,Cole Haan,Cole Haan Running Shoes,1,244.19
2165,2024-02-02,C7857,35-44,Female,Southwest,$25k-$49k,Home & Garden,Decor,Wall Art,The Home Depot,Ashley,Ashley Mirrors,3,284.2
2166,2024-07-07,C4409,65+,Male,Midwest,$75k-$99k,Home & Garden,Decor,Lighting,Lowes,Ashley,Ashley Pendant Light,1,728.09
2167,2024-03-10,C3045,25-34,Non-binary,Northeast,$75k-$99k,Electronics,Computers,Laptops,Target,Sony,Sony Chromebook,2,516.95
2168,2024-08-14,C4197,25-34,Male,Southwest,$50k-$74k,Home & Garden,Appliances,Laundry,Dicks,Ashley,Ashley Washer/Dryer Combo,3,355.89
2169,2024-02-27,C8577,35-44,Non-binary,West,$75k-$99k,Home & Garden,Appliances,Kitchen,The Home Depot,Ashley,Ashley Microwave,1,819.35
2170,2024-07-07,C1130,18-24,Female,Southwest,$100k-$149k,Electronics,Mobile Devices,Smartwatches,Target,Sony,Sony Apple Watch,2,382.98
2171,2024-02-21,C7291,35-44,Female,West,$150k+,Home & Garden,Decor,Wall Art,Best Buy,Scotts,Scotts Metal Wall Art,2,665.01
2172,2024-02-03,C2122,55-64,Non-binary,Northeast,$50k-$74k,Home & Garden,Furniture,Dining Room,Target,Nexgrill,Nexgrill Buffet,1,534.83
2173,2024-09-16,C8121,55-64,Non-binary,Southwest,$25k-$49k,Apparel & Accessories,Clothing,Outerwear,Lowes,Nike,Nike Winter Parka,2,133.57
2174,2024-09-23,C7506,55-64,Female,Southwest,$25k-$49k,Electronics,Audio,Speakers,Target,Dell,Dell HomePod,1,572.14
2175,2024-11-02,C8866,18-24,Female,West,$25k-$49k,Home & Garden,Furniture,Dining Room,Best Buy,Ashley,Ashley Dining Table,1,404.26
2176,2024-10-11,C1533,25-34,Male,Southeast,$100k-$149k,Home & Garden,Decor,Lighting,Lowes,Ashley,Ashley Pendant Light,3,491.64
2177,2024-07-16,C3479,35-44,Female,Southwest,$75k-$99k,Home & Garden,Appliances,Laundry,Target,Ashley,Ashley Washer/Dryer Combo,2,526.38
2178,2024-11-29,C6727,65+,Male,Southwest,$50k-$74k,Home & Garden,Furniture,Dining Room,Walmart,Ashley,Ashley Buffet,2,760.89
2179,2024-06-11,C3441,65+,Male,West,$25k-$49k,Apparel & Accessories,Clothing,Dresses,Walmart,North Face,North Face Evening Gown,3,90.73
2180,2024-11-05,C7194,55-64,Female,Southwest,$25k-$49k,Electronics,Audio,Speakers,Dicks,Dell,Dell HomePod,1,714.45
2181,2024-04-01,C1293,45-54,Non-binary,Midwest,$150k+,Apparel & Accessories,Clothing,Tops,Target,North Face,North Face V-Neck Tee,1,31.45
2182,2024-02-07,C2484,55-64,Male,Southwest,$100k-$149k,Apparel & Accessories,Accessories,Jewelry,Dicks,Cole Haan,Cole Haan Gold Bracelet,3,64.98
2183,2024-02-14,C4968,35-44,Non-binary,Southeast,$25k-$49k,Electronics,Computers,Tablets,Lowes,Samsung,Samsung iPad Pro,2,1370.04
2184,2024-10-02,C2431,35-44,Female,West,$50k-$74k,Home & Garden,Appliances,Laundry,Best Buy,Nexgrill,Nexgrill Washer/Dryer Combo,2,886.21
2185,2024-09-03,C7853,35-44,Non-binary,West,$25k-$49k,Home & Garden,Decor,Wall Art,The Home Depot,Scotts,Scotts Metal Wall Art,2,108.92
2186,2024-05-17,C1169,25-34,Female,Midwest,$75k-$99k,Electronics,Computers,Desktops,Target,Dell,Dell Gaming PC,1,893.06
2187,2024-02-01,C4332,35-44,Male,Southeast,$75k-$99k,Electronics,Mobile Devices,Smartwatches,Target,Samsung,Samsung Garmin,1,1168.53
2188,2024-12-18,C9782,65+,Female,West,$150k+,Apparel & Accessories,Clothing,Outerwear,Dicks,Cole Haan,Cole Haan Rain Jacket,2,219.67
2189,2024-05-14,C6830,55-64,Male,Midwest,$100k-$149k,Apparel & Accessories,Clothing,Outerwear,Target,Adidas,Adidas Winter Parka,1,217.26
2190,2024-06-01,C1097,25-34,Male,Southeast,$100k-$149k,Apparel & Accessories,Accessories,Jewelry,The Home Depot,Coach,Coach Diamond Earrings,2,226.39
2191,2024-08-02,C4625,65+,Male,Midwest,$25k-$49k,Apparel & Accessories,Clothing,Bottoms,Lowes,Nike,Nike Athletic Shorts,2,122.6
2192,2024-09-13,C4495,65+,Non-binary,West,$25k-$49k,Home & Garden,Decor,Wall Art,Lowes,Ashley,Ashley Metal Wall Art,2,302.53
2193,2024-06-28,C2104,65+,Non-binary,Midwest,$100k-$149k,Electronics,Computers,Desktops,Dicks,Apple,Apple All-in-One,3,1496.17
2194,2024-12-05,C9331,35-44,Female,Midwest,$25k-$49k,Electronics,Mobile Devices,Smartphones,Target,Apple,Apple OnePlus 12,1,547.4
2195,2024-12-19,C4593,25-34,Non-binary,Midwest,$150k+,Home & Garden,Appliances,Kitchen,Best Buy,Traeger,Traeger Dishwasher,1,233.56
2196,2024-12-01,C8587,35-44,Female,Northeast,$25k-$49k,Electronics,Audio,Speakers,Lowes,Samsung,Samsung Sonos One,1,1184.48
2197,2024-05-09,C6487,35-44,Female,Northeast,$25k-$49k,Apparel & Accessories,Accessories,Bags,Dicks,Adidas,Adidas Tote Bag,2,98.14
2198,2024-02-13,C9855,55-64,Male,West,$75k-$99k,Apparel & Accessories,Clothing,Bottoms,Target,Adidas,Adidas Athletic Shorts,1,68.32
2199,2024-06-06,C9445,55-64,Non-binary,West,$25k-$49k,Apparel & Accessories,Clothing,Tops,Dicks,Nike,Nike V-Neck Tee,1,125.35
2200,2024-01-24,C1916,18-24,Non-binary,West,$100k-$149k,Home & Garden,Appliances,Laundry,Best Buy,Weber,Weber Steam Iron,3,868.53
2201,2024-01-27,C3919,55-64,Non-binary,West,$150k+,Apparel & Accessories,Accessories,Bags,Lowes,Cole Haan,Cole Haan Backpack,2,265.66
2202,2024-10-12,C4929,25-34,Female,Southwest,$100k-$149k,Electronics,Audio,Speakers,Lowes,Apple,Apple SoundLink,2,1056.55
2203,2024-06-05,C7772,65+,Male,West,$150k+,Home & Garden,Decor,Rugs,The Home Depot,Weber,Weber Bath Mat,2,635.15
2204,2024-11-04,C5399,65+,Male,Southeast,$100k-$149k,Electronics,Audio,Speakers,Walmart,Apple,Apple Echo Studio,2,792.38
2205,2024-08-13,C1533,45-54,Male,Southeast,$50k-$74k,Home & Garden,Appliances,Kitchen,The Home Depot,Weber,Weber Refrigerator,1,99.42
2206,2024-11-12,C3334,35-44,Non-binary,Southwest,$25k-$49k,Electronics,Audio,Headphones,Lowes,Bose,Bose Buds Pro,2,411.65
2207,2024-05-10,C4192,25-34,Male,Southwest,$150k+,Home & Garden,Decor,Rugs,Dicks,Scotts,Scotts Outdoor Rug,3,95.84
2208,2024-03-08,C6134,25-34,Female,Southeast,$150k+,Apparel & Accessories,Shoes,Athletic,Best Buy,North Face,North Face Training Shoes,3,225.65
2209,2024-04-17,C2895,25-34,Non-binary,Northeast,$75k-$99k,Home & Garden,Decor,Lighting,The Home Depot,Traeger,Traeger Chandelier,1,622.4
2210,2024-02-11,C2180,55-64,Non-binary,Southwest,$100k-$149k,Home & Garden,Appliances,Laundry,Walmart,Nexgrill,Nexgrill Washer/Dryer Combo,2,525.55
2211,2024-04-30,C4894,55-64,Male,Southwest,$75k-$99k,Home & Garden,Appliances,Kitchen,Best Buy,Traeger,Traeger Dishwasher,3,469.21
2212,2024-07-11,C1390,55-64,Non-binary,Northeast,$50k-$74k,Electronics,Mobile Devices,Smartwatches,The Home Depot,Samsung,Samsung Apple Watch,2,1089.35
2213,2024-05-27,C8214,65+,Male,West,$25k-$49k,Apparel & Accessories,Accessories,Bags,Walmart,Coach,Coach Backpack,3,238.88
2214,2024-07-05,C9432,35-44,Female,Southeast,$50k-$74k,Electronics,Audio,Headphones,Best Buy,Dell,Dell QC45,2,819.59
2215,2024-01-10,C9577,18-24,Female,West,$150k+,Apparel & Accessories,Clothing,Outerwear,Walmart,North Face,North Face Windbreaker,3,152.05
2216,2024-09-02,C2666,35-44,Female,Midwest,$25k-$49k,Electronics,Computers,Tablets,Dicks,Sony,Sony iPad Pro,2,517.99
2217,2024-09-27,C8841,35-44,Male,West,$25k-$49k,Home & Garden,Furniture,Living Room,Target,Traeger,Traeger TV Stand,3,282.46
2218,2024-03-07,C1301,18-24,Female,Southwest,$50k-$74k,Home & Garden,Decor,Lighting,The Home Depot,Traeger,Traeger Floor Lamp,1,461.64
2219,2024-02-14,C4901,35-44,Male,Northeast,$50k-$74k,Home & Garden,Decor,Rugs,Lowes,Ashley,Ashley Bath Mat,3,424.22
2220,2024-02-13,C2927,65+,Non-binary,Midwest,$75k-$99k,Home & Garden,Decor,Rugs,The Home Depot,Scotts,Scotts Area Rug,3,606.88
2221,2024-08-07,C2425,35-44,Male,Midwest,$25k-$49k,Electronics,Computers,Laptops,Lowes,Dell,Dell ThinkPad X1,1,287.63
2222,2024-02-23,C9816,25-34,Male,West,$100k-$149k,Home & Garden,Decor,Wall Art,The Home Depot,Scotts,Scotts Canvas Print,3,583.76
2223,2024-12-23,C5531,18-24,Male,Southeast,$50k-$74k,Electronics,Audio,Speakers,Dicks,Samsung,Samsung Sonos One,2,1098.05
2224,2024-06-09,C5567,45-54,Male,Northeast,$150k+,Home & Garden,Appliances,Laundry,The Home Depot,Nexgrill,Nexgrill Washer,1,590.77
2225,2024-06-11,C7739,18-24,Female,West,$100k-$149k,Electronics,Mobile Devices,Smartwatches,Lowes,Sony,Sony Garmin,3,665.94
2226,2024-07-29,C9023,18-24,Non-binary,West,$75k-$99k,Electronics,Mobile Devices,Smartwatches,Dicks,Dell,Dell Garmin,2,1217.66
2227,2024-11-24,C5720,35-44,Male,Midwest,$100k-$149k,Electronics,Computers,Desktops,Walmart,Dell,Dell iMac,3,470.28
2228,2024-08-25,C5955,18-24,Male,Midwest,$100k-$149k,Electronics,Audio,Headphones,Dicks,Dell,Dell WH-1000XM5,3,287.7
2229,2024-05-17,C8885,55-64,Male,West,$50k-$74k,Electronics,Computers,Tablets,The Home Depot,Bose,Bose Surface Pro,1,333.09
2230,2024-07-05,C2897,25-34,Non-binary,Southeast,$75k-$99k,Apparel & Accessories,Shoes,Formal,Target,Nike,Nike Dress Boots,2,210.0
2231,2024-09-04,C5792,65+,Female,Northeast,$75k-$99k,Apparel & Accessories,Shoes,Formal,Best Buy,Nike,Nike Loafers,3,70.9
2232,2024-08-06,C9892,35-44,Non-binary,Midwest,$100k-$149k,Home & Garden,Furniture,Living Room,Target,Nexgrill,Nexgrill TV Stand,1,514.45
2233,2024-08-05,C2395,55-64,Non-binary,West,$100k-$149k,Home & Garden,Decor,Lighting,Target,Traeger,Traeger Table Lamp,1,58.02
2234,2024-03-29,C3455,18-24,Non-binary,West,$25k-$49k,Electronics,Audio,Headphones,Dicks,Bose,Bose WH-1000XM5,3,1235.69
2235,2024-01-26,C2940,35-44,Male,West,$25k-$49k,Home & Garden,Furniture,Dining Room,Dicks,Scotts,Scotts Buffet,3,143.89
